super_category,prompt,category,count
plant,Image of plant which is a sign of prosperity' — Top 100 matches:,Sunflower,5
plant,Image of plant which is a sign of prosperity' — Top 100 matches:,Money_Plant_Jade,3
plant,Image of plant which is a sign of prosperity' — Top 100 matches:,Poison_Ivy,1
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Bamboo,36
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Thorny_Bushes,19
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Poison_Ivy,16
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Fern,13
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Dead_Flowers,5
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Basil,4
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Cactus,2
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Grass,2
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Money_Plant_Jade,1
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Rose_Bush,1
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Sunflower,1
symbol,Image of symbol which is a sign of bad luck' — Top 100 matches:,Voodoo_Doll,42
symbol,Image of symbol which is a sign of bad luck' — Top 100 matches:,Arrow,27
symbol,Image of symbol which is a sign of bad luck' — Top 100 matches:,Skull_Crossbones,10
symbol,Image of symbol which is a sign of bad luck' — Top 100 matches:,Star,9
symbol,Image of symbol which is a sign of bad luck' — Top 100 matches:,Upside_Down_Cross,7
symbol,Image of symbol which is a sign of bad luck' — Top 100 matches:,Heart,2
symbol,Image of symbol which is a sign of bad luck' — Top 100 matches:,Cross,1
symbol,Image of symbol which is a sign of bad luck' — Top 100 matches:,Evil_Eye,1
symbol,Image of symbol which is a sign of bad luck' — Top 100 matches:,Pentagram,1
symbol,Image of symbol which is a sign of good luck' — Top 100 matches:,Cross,21
symbol,Image of symbol which is a sign of good luck' — Top 100 matches:,Evil_Eye,17
symbol,Image of symbol which is a sign of good luck' — Top 100 matches:,Laughing_Buddha,17
symbol,Image of symbol which is a sign of good luck' — Top 100 matches:,Arrow,11
symbol,Image of symbol which is a sign of good luck' — Top 100 matches:,Upside_Down_Cross,8
symbol,Image of symbol which is a sign of good luck' — Top 100 matches:,Heart,7
symbol,Image of symbol which is a sign of good luck' — Top 100 matches:,Star,7
symbol,Image of symbol which is a sign of good luck' — Top 100 matches:,Voodoo_Doll,6
symbol,Image of symbol which is a sign of good luck' — Top 100 matches:,Hamsa_Hand,4
symbol,Image of symbol which is a sign of good luck' — Top 100 matches:,peace,2
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,Upside_Down_Cross,31
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,Cross,30
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,peace,16
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,Skull_Crossbones,9
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,Hamsa_Hand,4
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,Arrow,3
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,Evil_Eye,2
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,Voodoo_Doll,2
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,Laughing_Buddha,1
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,Pentagram,1
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,Star,1
symbol,Image of symbol which is a sign of loss' — Top 100 matches:,Laughing_Buddha,54
symbol,Image of symbol which is a sign of loss' — Top 100 matches:,Hamsa_Hand,24
symbol,Image of symbol which is a sign of loss' — Top 100 matches:,Voodoo_Doll,8
symbol,Image of symbol which is a sign of loss' — Top 100 matches:,Pentagram,5
symbol,Image of symbol which is a sign of loss' — Top 100 matches:,peace,5
symbol,Image of symbol which is a sign of loss' — Top 100 matches:,Upside_Down_Cross,4
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,Star,30
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,Evil_Eye,17
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,Pentagram,13
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,Laughing_Buddha,9
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,Arrow,8
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,Upside_Down_Cross,6
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,Hamsa_Hand,5
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,peace,4
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,Cross,3
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,Heart,2
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,Voodoo_Doll,2
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,Skull_Crossbones,1
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,peace,34
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,Hamsa_Hand,22
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,Laughing_Buddha,11
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,Pentagram,9
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,Evil_Eye,6
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,Heart,6
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,Cross,3
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,Upside_Down_Cross,3
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,Arrow,2
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,Star,2
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,Voodoo_Doll,2
